Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52,8
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2
752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6
105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2
767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88,2
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5
182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10
729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9
186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77,7
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43,4
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,1
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3
786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,98.7,8
258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5
857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3
821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.63,9
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.77,7
434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,8
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3
174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74,10
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7
247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4
635-28-5728,A,Yangon,Normal,Male,Health and beauty,56,3
756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7
238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1
607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95,10
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8
805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9
733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67,8
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42,1
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5
487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23,7
210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32,4
585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5
807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3
652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8
785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74,8
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6
250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10
156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39,4
842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,10
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8
587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5
787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8
801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6
711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64,4
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6
707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54,4
759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87,7
201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99,7
471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65,1
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65,1
120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5
102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31,7
875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.38,1
102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,25.25,5
457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9
629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8,8
534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4
307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1
