ID,AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
312015,40-64,female,20-29y,university,upper class,0.874829991,after 2015,0,0,10238,15000.0,sedan,0,0,1,0
312112,40-64,male,20-29y,university,upper class,0.687021251,before 2015,0,1,92101,15000.0,sedan,2,0,1,0
312187,40-64,male,20-29y,high school,upper class,0.541610107,after 2015,1,1,32765,9000.0,sedan,4,1,3,0
312360,16-25,female,0-9y,high school,working class,0.581943569,before 2015,1,1,10238,11000.0,sedan,0,0,0,1
312454,16-25,female,0-9y,none,poverty,,before 2015,0,0,10238,,sedan,0,0,0,1
312478,26-39,male,10-19y,university,working class,0.410340062,before 2015,0,0,10238,15000.0,sedan,1,1,2,1
312512,65+,male,10-19y,university,upper class,0.624946394,before 2015,0,1,10238,10000.0,sedan,0,0,1,0
312573,40-64,male,20-29y,high school,middle class,0.475293574,before 2015,0,1,32765,9000.0,sedan,6,1,2,1
312594,65+,female,30y+,high school,upper class,0.553205924,before 2015,1,1,10238,7000.0,sedan,7,1,5,0
312613,26-39,male,10-19y,university,middle class,0.43064851,before 2015,1,1,10238,12000.0,sedan,0,0,5,0
313107,40-64,female,0-9y,high school,middle class,0.623086225,after 2015,0,1,10238,16000.0,sedan,0,0,0,0
313208,26-39,male,10-19y,high school,working class,0.519225017,before 2015,0,0,32765,11000.0,sedan,1,0,0,0
313291,26-39,female,10-19y,none,working class,0.432841889,before 2015,0,1,32765,8000.0,sedan,2,0,3,0
313409,40-64,female,20-29y,university,upper class,0.672009527,after 2015,1,0,10238,13000.0,sedan,0,0,0,0
313500,40-64,male,20-29y,high school,middle class,0.515348646,before 2015,1,1,10238,10000.0,sedan,1,0,2,0
313597,26-39,female,10-19y,high school,middle class,0.518849907,before 2015,1,1,10238,,sedan,1,0,0,0
313691,40-64,male,20-29y,university,upper class,0.85646296,after 2015,0,1,10238,12000.0,sedan,8,0,4,0
313846,16-25,male,0-9y,high school,poverty,0.370017848,before 2015,0,0,32765,10000.0,sedan,0,0,0,1
313857,16-25,female,0-9y,none,poverty,0.359742311,before 2015,0,0,10238,16000.0,sedan,0,0,0,1
313903,16-25,male,0-9y,none,poverty,,before 2015,0,0,10238,14000.0,sedan,0,0,0,1
313949,26-39,male,10-19y,none,poverty,0.415735842,before 2015,1,1,10238,10000.0,sedan,1,0,1,1
314079,26-39,female,10-19y,high school,middle class,,after 2015,1,1,10238,13000.0,sedan,0,0,1,0
314104,26-39,male,0-9y,high school,working class,0.46890007,before 2015,1,1,32765,7000.0,sedan,0,0,0,0
314119,65+,female,20-29y,university,middle class,0.498366935,after 2015,1,1,92101,12000.0,sedan,2,0,0,0
314198,26-39,male,10-19y,university,middle class,0.609018511,after 2015,1,0,10238,,sedan,0,0,0,0
314202,16-25,female,0-9y,none,poverty,0.218055813,before 2015,0,1,10238,12000.0,sedan,0,0,0,0
314241,16-25,male,0-9y,university,poverty,0.409307606,before 2015,0,0,10238,12000.0,sedan,0,0,0,1
314395,65+,female,20-29y,high school,upper class,0.381242392,after 2015,1,1,10238,16000.0,sedan,1,0,0,0
314491,26-39,female,10-19y,high school,middle class,0.610804733,before 2015,1,1,10238,10000.0,sedan,0,0,2,0
314564,16-25,female,0-9y,high school,poverty,0.397513935,before 2015,1,0,10238,13000.0,sedan,0,0,0,1
314599,40-64,female,20-29y,high school,middle class,0.455211436,after 2015,1,0,10238,16000.0,sedan,1,1,1,0
314661,40-64,female,0-9y,none,poverty,0.224617954,before 2015,0,1,10238,13000.0,sedan,0,0,0,1
314728,40-64,male,20-29y,university,upper class,0.548033163,before 2015,1,1,10238,13000.0,sedan,0,1,5,0
314777,65+,male,30y+,high school,upper class,0.598756503,after 2015,0,0,32765,10000.0,sedan,11,0,1,0
314883,16-25,female,0-9y,high school,middle class,0.457833053,after 2015,0,0,32765,14000.0,sedan,0,0,0,0
315150,26-39,female,10-19y,high school,poverty,0.243878276,before 2015,0,1,10238,,sedan,0,0,0,0
315223,40-64,female,20-29y,high school,middle class,0.579392904,before 2015,0,0,92101,13000.0,sedan,2,0,0,0
315405,65+,female,30y+,university,upper class,,before 2015,1,1,10238,10000.0,sedan,4,1,6,0
315430,40-64,female,0-9y,none,working class,0.470570718,before 2015,0,1,10238,12000.0,sedan,0,0,0,0
315441,16-25,male,0-9y,university,working class,0.476032034,before 2015,0,0,21217,13000.0,sedan,0,0,0,1
315540,65+,male,10-19y,university,upper class,,after 2015,1,1,10238,11000.0,sedan,1,0,1,0
315745,40-64,female,0-9y,high school,working class,0.391390544,before 2015,1,0,10238,14000.0,sedan,0,0,0,0
315893,65+,female,30y+,high school,upper class,0.570879019,before 2015,1,1,10238,12000.0,sedan,0,2,3,0
315996,16-25,female,0-9y,university,middle class,0.542696375,before 2015,0,0,10238,,sedan,0,0,0,1
316173,16-25,male,0-9y,university,working class,0.504994853,after 2015,0,0,32765,8000.0,sedan,0,0,0,1
316348,26-39,male,10-19y,university,middle class,0.444152371,before 2015,0,1,32765,11000.0,sedan,4,0,1,1
316532,16-25,male,0-9y,high school,poverty,0.321135186,before 2015,0,1,32765,11000.0,sedan,0,0,0,1
316568,40-64,male,10-19y,university,upper class,0.68282991,before 2015,0,1,10238,12000.0,sedan,1,0,2,1
316586,40-64,male,20-29y,university,upper class,0.519066677,before 2015,1,1,10238,11000.0,sedan,1,0,5,0
316960,40-64,female,20-29y,university,upper class,0.621845827,after 2015,0,1,10238,15000.0,sedan,0,0,0,0
317151,65+,female,30y+,university,upper class,,after 2015,1,1,10238,10000.0,sedan,1,0,2,0
317239,26-39,male,10-19y,none,poverty,0.4473204,after 2015,1,1,10238,10000.0,sedan,3,0,2,0
317358,40-64,female,10-19y,university,upper class,0.537910583,before 2015,0,1,10238,12000.0,sedan,0,0,2,0
317412,26-39,male,10-19y,university,upper class,,before 2015,1,0,32765,11000.0,sedan,5,0,0,0
317463,16-25,female,0-9y,university,middle class,0.516627562,before 2015,1,1,32765,11000.0,sports car,0,0,0,0
317561,65+,male,30y+,university,upper class,0.562488478,before 2015,1,1,32765,6000.0,sedan,17,2,2,0
317838,40-64,Male,10-19y,university,upper class,0.61865205,before 2015,1,1,10238,,sedan,1,1,1,0
317920,65+,Female,30y+,high school,upper class,0.697757964,after 2015,1,1,10238,13000.0,sedan,2,1,1,0
318019,26-39,female,10-19y,high school,middle class,0.508264859,before 2015,1,1,10238,8000.0,sedan,1,0,0,0
318054,26-39,female,10-19y,high school,upper class,0.74868393,after 2015,0,1,32765,,sedan,0,0,0,0
318141,40-64,male,10-19y,university,upper class,0.623894016,after 2015,1,1,10238,10000.0,sedan,2,3,1,0
318240,26-39,male,10-19y,university,upper class,0.737041153,before 2015,1,0,32765,9000.0,sedan,3,1,2,0
318668,26-39,female,10-19y,none,working class,0.38415855,before 2015,1,1,10238,12000.0,sports car,1,0,1,0
318763,26-39,female,10-19y,none,middle class,0.4873745,before 2015,0,1,10238,11000.0,sedan,2,0,0,0
318799,40-64,male,0-9y,high school,upper class,0.570880067,after 2015,1,1,10238,14000.0,sedan,0,0,0,1
318800,16-25,male,0-9y,none,working class,0.454092671,before 2015,0,0,10238,9000.0,sedan,0,0,0,1
318837,40-64,male,10-19y,university,upper class,,before 2015,1,1,10238,,sedan,0,0,3,0
319494,65+,female,0-9y,high school,upper class,0.730677463,after 2015,1,1,10238,13000.0,sedan,0,0,0,0
319686,40-64,female,20-29y,university,upper class,0.62717089,after 2015,0,1,92101,13000.0,sedan,1,0,0,0
319701,16-25,male,0-9y,university,working class,0.282902046,before 2015,0,0,10238,15000.0,sedan,0,0,0,1
319749,40-64,male,0-9y,high school,upper class,0.545340699,after 2015,1,1,10238,11000.0,sedan,0,0,0,1
319786,16-25,Male,0-9y,university,upper class,0.608265696,before 2015,1,0,10238,13000.0,sedan,0,0,0,1
319953,26-39,female,0-9y,none,poverty,0.282869481,before 2015,1,0,10238,13000.0,sports car,0,0,0,1
320282,16-25,female,0-9y,high school,poverty,0.352860651,before 2015,0,0,10238,16000.0,sedan,0,0,0,0
320298,26-39,male,10-19y,none,working class,0.589182573,before 2015,1,1,10238,8000.0,sedan,1,1,4,0
320313,26-39,female,10-19y,high school,upper class,0.595714958,before 2015,1,1,10238,7000.0,sedan,2,0,2,0
320444,26-39,male,0-9y,none,poverty,0.308649018,before 2015,0,1,10238,14000.0,sedan,0,0,0,0
320490,40-64,male,20-29y,high school,middle class,0.600552799,before 2015,0,1,32765,8000.0,sedan,8,0,3,0
320560,40-64,male,20-29y,high school,upper class,0.669561971,after 2015,1,1,10238,7000.0,sedan,4,0,5,0
320647,16-25,male,0-9y,high school,poverty,0.356650801,before 2015,0,1,10238,11000.0,sedan,0,0,0,1
320695,65+,male,30y+,high school,upper class,0.750357277,before 2015,0,1,32765,12000.0,sedan,6,2,1,0
320725,40-64,Female,20-29y,university,upper class,,before 2015,1,0,10238,,sedan,1,0,3,0
321057,40-64,male,20-29y,university,upper class,0.572038975,before 2015,1,1,32765,7000.0,sedan,13,0,1,0
321160,65+,female,0-9y,university,upper class,0.594566426,after 2015,0,1,10238,13000.0,sports car,0,0,0,0
321248,65+,male,0-9y,none,working class,0.251018731,before 2015,1,1,10238,14000.0,sedan,0,0,0,1
321318,65+,male,0-9y,university,upper class,0.516667313,before 2015,0,1,10238,14000.0,sedan,0,0,0,1
321760,16-25,male,0-9y,high school,poverty,0.345877567,after 2015,0,0,10238,16000.0,sedan,0,0,0,0
321859,26-39,female,10-19y,university,working class,0.356691656,after 2015,1,0,32765,10000.0,sedan,1,0,2,0
321869,40-64,male,10-19y,high school,working class,0.447280977,before 2015,1,1,32765,8000.0,sedan,4,0,0,0
321959,40-64,female,10-19y,high school,upper class,0.570734069,after 2015,0,1,10238,11000.0,sedan,3,0,1,0
322058,40-64,female,10-19y,university,upper class,0.625832298,before 2015,0,1,10238,12000.0,sedan,0,0,2,0
322099,65+,female,20-29y,university,upper class,,before 2015,1,1,32765,10000.0,sedan,4,0,0,0
322243,26-39,female,10-19y,high school,middle class,0.574492294,before 2015,0,0,32765,10000.0,sedan,0,0,0,0
322312,26-39,male,0-9y,none,working class,0.320215212,before 2015,1,1,10238,12000.0,sedan,0,0,0,1
322348,40-64,male,20-29y,university,upper class,0.659852928,after 2015,1,1,32765,8000.0,sedan,6,2,2,0
322456,40-64,female,20-29y,high school,upper class,,after 2015,1,1,10238,11000.0,sedan,2,0,1,0
322542,16-25,male,0-9y,high school,poverty,0.289027267,before 2015,0,0,10238,,sedan,0,0,0,1
322824,26-39,female,10-19y,university,upper class,,before 2015,0,0,32765,15000.0,sedan,0,1,1,1
322841,40-64,male,0-9y,university,upper class,0.692865248,before 2015,1,1,10238,,sedan,0,0,0,1
322955,40-64,Male,20-29y,high school,upper class,0.687822709,after 2015,1,1,32765,,sedan,7,0,1,0
322968,40-64,female,10-19y,none,middle class,0.394061318,before 2015,1,1,32765,,sedan,2,0,3,0
322984,65+,female,0-9y,university,upper class,0.678554783,after 2015,0,1,32765,13000.0,sedan,0,0,0,0
323129,40-64,male,0-9y,high school,upper class,0.680913187,after 2015,0,1,10238,11000.0,sedan,0,0,0,0
323164,26-39,female,10-19y,university,upper class,0.58278707,before 2015,0,0,10238,16000.0,sedan,0,0,1,0
323189,65+,female,0-9y,high school,upper class,0.552382001,before 2015,0,1,10238,11000.0,sedan,0,0,0,0
323541,40-64,male,20-29y,high school,middle class,0.505099202,before 2015,0,0,10238,18000.0,sedan,0,1,1,1
323571,26-39,female,10-19y,none,poverty,0.522521998,before 2015,0,0,10238,,sedan,1,0,0,1
323674,65+,male,10-19y,university,upper class,0.711137734,before 2015,1,0,10238,10000.0,sedan,3,1,0,0
323683,26-39,MALE,10-19y,university,upper class,0.614605554,before 2015,1,0,10238,13000.0,sedan,2,0,2,0
323834,40-64,male,10-19y,high school,upper class,0.287715332,after 2015,0,1,32765,11000.0,sedan,2,2,2,1
324309,16-25,male,0-9y,high school,poverty,0.334402392,before 2015,0,0,10238,,sedan,0,0,0,1
324324,40-64,male,20-29y,high school,middle class,0.482327621,before 2015,1,1,10238,9000.0,sedan,3,1,2,0
324448,16-25,male,0-9y,none,poverty,0.265288537,before 2015,0,1,32765,,sedan,0,0,0,1
324483,40-64,female,20-29y,university,upper class,0.613532264,after 2015,1,1,10238,11000.0,sedan,1,0,0,0
324523,16-25,male,0-9y,none,working class,0.413682295,before 2015,0,1,32765,,sedan,0,0,0,1
324572,16-25,female,0-9y,none,poverty,0.434926293,before 2015,0,0,10238,17000.0,sedan,0,0,0,1
324716,16-25,male,0-9y,high school,poverty,0.400754619,before 2015,0,1,10238,13000.0,sedan,0,0,0,0
324769,65+,male,30y+,high school,upper class,0.417131348,after 2015,1,1,10238,,sedan,6,2,4,0
324785,26-39,female,0-9y,none,poverty,0.36889837,before 2015,0,0,10238,,sedan,0,0,0,1
325043,26-39,male,0-9y,high school,working class,0.171778011,before 2015,0,1,10238,13000.0,sedan,0,0,0,0
325099,65+,male,0-9y,university,upper class,0.576244815,before 2015,1,1,32765,10000.0,sedan,0,0,0,1
325157,16-25,female,0-9y,none,poverty,0.351059382,after 2015,0,0,10238,16000.0,sedan,0,0,0,1
325180,26-39,female,10-19y,none,working class,0.444032982,before 2015,1,1,10238,13000.0,sedan,1,0,1,0
325475,65+,female,10-19y,university,upper class,0.687578338,after 2015,0,1,10238,10000.0,sedan,0,0,0,0
325516,65+,female,0-9y,none,middle class,0.534287706,before 2015,1,1,10238,13000.0,sedan,0,0,0,0
325548,16-25,female,0-9y,none,poverty,0.234564679,before 2015,0,1,10238,7000.0,sedan,0,0,0,1
325554,16-25,male,0-9y,university,upper class,0.634577181,before 2015,0,1,10238,10000.0,sedan,0,0,0,1
325565,40-64,male,20-29y,university,upper class,0.477515795,after 2015,1,1,10238,11000.0,sedan,1,0,1,0
325771,40-64,male,0-9y,high school,middle class,,before 2015,0,1,10238,16000.0,sedan,0,0,0,1
325888,40-64,male,20-29y,high school,working class,0.470466594,before 2015,1,1,10238,9000.0,sedan,6,2,4,0
325967,40-64,male,0-9y,none,working class,0.480305789,before 2015,0,1,10238,,sedan,0,0,0,1
326011,65+,female,0-9y,university,upper class,0.621417441,before 2015,0,1,10238,13000.0,sedan,0,0,0,0
326316,40-64,female,20-29y,university,upper class,0.814796434,after 2015,1,1,32765,8000.0,sedan,3,0,1,0
326322,26-39,female,10-19y,university,middle class,0.55809774,before 2015,1,0,10238,12000.0,sedan,1,0,0,0
326435,40-64,female,20-29y,none,working class,0.549430999,before 2015,0,0,32765,8000.0,sedan,4,1,2,0
326512,16-25,male,0-9y,university,poverty,0.228774066,before 2015,0,0,10238,16000.0,sedan,0,0,0,1
326608,40-64,female,10-19y,university,upper class,0.539213827,before 2015,1,1,32765,5000.0,sedan,0,1,0,1
326697,16-25,male,0-9y,high school,poverty,,before 2015,0,1,10238,15000.0,sedan,0,0,0,1
326735,16-25,male,0-9y,none,poverty,,before 2015,0,0,10238,13000.0,sedan,0,0,0,1
326773,26-39,male,10-19y,university,poverty,0.296685193,before 2015,0,1,10238,11000.0,sedan,0,0,3,1
326875,65+,male,0-9y,university,upper class,0.632721826,before 2015,1,1,32765,7000.0,sedan,0,0,0,1
326989,26-39,female,10-19y,university,upper class,0.59581987,after 2015,0,1,10238,12000.0,sedan,1,0,2,0
327121,65+,male,10-19y,university,upper class,0.845661215,after 2015,1,1,10238,14000.0,sedan,0,0,0,0
327169,40-64,female,20-29y,high school,upper class,0.663663073,after 2015,1,1,10238,8000.0,sedan,2,0,5,0
327622,26-39,male,10-19y,high school,working class,0.486403852,before 2015,1,0,10238,12000.0,sedan,0,1,0,0
327644,65+,female,30y+,university,upper class,0.568868543,after 2015,1,1,10238,10000.0,sedan,1,0,1,0
327702,26-39,male,10-19y,none,poverty,0.463710076,before 2015,0,1,10238,12000.0,sedan,4,0,1,0
327937,26-39,male,10-19y,university,upper class,0.705517514,before 2015,1,1,10238,11000.0,sedan,4,1,2,1
327940,26-39,female,10-19y,high school,upper class,0.739095132,after 2015,1,1,10238,11000.0,sports car,0,0,0,0
328200,65+,female,10-19y,university,upper class,0.424064418,after 2015,1,1,32765,11000.0,sedan,0,0,0,0
328464,40-64,female,10-19y,high school,middle class,0.603478034,before 2015,0,1,10238,14000.0,sedan,0,1,0,1
328531,40-64,female,20-29y,university,middle class,0.387556944,after 2015,0,1,32765,12000.0,sedan,2,0,1,0
328612,40-64,female,20-29y,high school,working class,0.468895873,before 2015,0,1,10238,8000.0,sedan,4,0,0,0
328633,16-25,male,0-9y,university,middle class,0.414807631,before 2015,0,0,10238,13000.0,sedan,0,0,0,1
328664,26-39,male,0-9y,high school,working class,0.366209841,before 2015,0,0,32765,10000.0,sedan,0,0,0,1
329019,16-25,male,0-9y,high school,poverty,0.2510367,before 2015,0,0,10238,14000.0,sedan,0,0,0,1
329085,65+,male,30y+,university,upper class,0.634964869,after 2015,1,1,10238,14000.0,sedan,5,2,2,0
329391,40-64,female,20-29y,university,upper class,,after 2015,0,1,32765,7000.0,sedan,1,1,2,0
329445,26-39,male,0-9y,high school,working class,0.252170769,before 2015,1,1,10238,11000.0,sedan,0,0,0,0
329466,40-64,male,10-19y,high school,working class,0.23330865,before 2015,1,1,10238,,sedan,0,0,3,1
329536,16-25,female,0-9y,high school,poverty,0.461373592,before 2015,0,0,32765,9000.0,sedan,0,0,0,1
329567,65+,male,30y+,university,upper class,0.645228177,after 2015,1,1,32765,8000.0,sedan,7,1,3,0
329584,26-39,female,10-19y,high school,working class,0.451413516,before 2015,1,1,10238,9000.0,sedan,0,0,2,0
329598,26-39,female,0-9y,none,middle class,,before 2015,1,0,10238,14000.0,sedan,0,0,0,1
329676,26-39,female,10-19y,university,middle class,0.593854328,after 2015,0,1,10238,11000.0,sports car,0,0,0,0
329742,16-25,female,0-9y,high school,poverty,0.321625428,before 2015,0,1,10238,10000.0,sedan,0,0,0,1
329777,40-64,female,0-9y,high school,middle class,,after 2015,0,0,10238,19000.0,sedan,0,0,0,1
329801,40-64,male,10-19y,university,upper class,0.652263231,after 2015,0,1,32765,9000.0,sedan,3,1,1,0
329867,65+,female,30y+,university,upper class,0.649307673,before 2015,1,1,92101,8000.0,sedan,2,0,4,0
329918,40-64,male,10-19y,high school,upper class,0.659515285,after 2015,0,0,32765,,sedan,2,1,0,0
330068,40-64,male,0-9y,high school,middle class,0.516328521,before 2015,0,0,32765,13000.0,sedan,0,0,0,1
330071,40-64,female,0-9y,high school,poverty,0.484703895,before 2015,1,1,10238,10000.0,sedan,0,0,0,1
330099,26-39,Female,10-19y,none,poverty,0.254392884,before 2015,0,0,10238,16000.0,sedan,0,0,0,0
330143,26-39,Female,10-19y,university,upper class,0.734556256,before 2015,1,1,10238,9000.0,sedan,0,1,0,0
330207,40-64,female,20-29y,university,upper class,0.617223803,after 2015,1,1,32765,10000.0,sedan,4,3,3,0
330298,16-25,female,0-9y,university,middle class,0.573678482,before 2015,0,1,10238,13000.0,sedan,0,0,0,1
330386,40-64,male,20-29y,high school,upper class,0.561894025,before 2015,0,1,32765,9000.0,sedan,12,0,0,0
330506,16-25,Female,0-9y,high school,working class,0.448947328,before 2015,0,1,21217,15000.0,sedan,0,0,0,1
330576,26-39,male,0-9y,none,upper class,0.448673341,after 2015,1,1,10238,11000.0,sedan,0,0,0,0
330613,40-64,female,20-29y,high school,upper class,0.491253094,before 2015,0,0,10238,14000.0,sedan,0,0,2,0
330622,40-64,female,10-19y,high school,middle class,0.457294946,before 2015,0,0,10238,11000.0,sedan,2,0,1,0
330715,40-64,male,20-29y,university,upper class,0.416711313,before 2015,1,1,10238,6000.0,sedan,5,1,5,0
331067,65+,female,30y+,none,upper class,0.6867894,after 2015,1,1,10238,13000.0,sedan,2,1,2,0
331100,40-64,female,20-29y,university,upper class,0.589586505,after 2015,0,1,10238,14000.0,sedan,1,0,1,0
331139,65+,female,10-19y,high school,upper class,0.560867815,before 2015,1,0,10238,15000.0,sports car,0,0,0,0
331175,26-39,female,10-19y,university,upper class,0.715833387,after 2015,1,1,10238,9000.0,sedan,0,0,1,0
331227,16-25,female,0-9y,university,working class,0.487769698,before 2015,0,0,32765,11000.0,sedan,0,0,0,1
331291,26-39,female,0-9y,university,upper class,0.652330406,after 2015,0,1,10238,13000.0,sedan,0,0,0,0
331467,26-39,male,0-9y,none,poverty,0.298678278,before 2015,0,0,10238,16000.0,sedan,0,0,0,1
331547,26-39,male,10-19y,high school,middle class,0.550472576,before 2015,0,0,10238,14000.0,sedan,2,0,1,0
331632,26-39,male,0-9y,none,working class,0.319950572,before 2015,1,1,10238,13000.0,sports car,0,0,0,1
331717,40-64,female,20-29y,high school,upper class,0.464687898,after 2015,0,1,10238,,sedan,2,1,1,0
331767,40-64,female,20-29y,high school,middle class,,before 2015,1,1,92101,11000.0,sedan,2,0,0,0
331819,65+,female,10-19y,university,upper class,0.615268901,before 2015,1,1,10238,10000.0,sedan,1,1,0,0
331821,40-64,female,0-9y,none,working class,0.474794444,before 2015,1,1,92101,10000.0,sedan,0,0,0,0
331884,65+,female,20-29y,high school,upper class,0.634387169,before 2015,1,1,32765,7000.0,sedan,0,0,1,1
332140,16-25,male,0-9y,high school,poverty,0.37084727,before 2015,0,1,10238,,sedan,0,0,0,1
332232,40-64,male,0-9y,high school,middle class,0.401453502,before 2015,1,1,10238,13000.0,sports car,0,0,0,1
332300,16-25,female,0-9y,high school,working class,0.60751063,before 2015,1,0,92101,9000.0,sedan,0,0,0,1
332598,40-64,male,20-29y,none,upper class,0.587314366,before 2015,1,1,10238,13000.0,sedan,1,0,2,0
332683,16-25,female,0-9y,university,middle class,,before 2015,0,1,10238,10000.0,sedan,0,0,0,0
332700,40-64,female,20-29y,university,upper class,0.529864962,before 2015,1,1,10238,11000.0,sedan,1,0,1,0
332743,26-39,male,0-9y,university,upper class,0.636764152,before 2015,1,1,10238,10000.0,sedan,0,0,0,1
332784,26-39,female,10-19y,high school,middle class,0.58613606,before 2015,1,0,10238,14000.0,sedan,1,0,1,0
332791,26-39,male,10-19y,university,upper class,,after 2015,0,1,10238,13000.0,sedan,2,0,3,0
332804,40-64,female,0-9y,high school,upper class,0.670673498,after 2015,1,1,10238,10000.0,sports car,0,0,0,0
332981,16-25,female,0-9y,high school,working class,0.460276295,before 2015,1,0,10238,10000.0,sedan,0,0,0,1
333079,65+,male,30y+,high school,working class,,before 2015,1,1,10238,9000.0,sedan,8,0,2,0
333255,65+,female,20-29y,high school,upper class,0.737610068,before 2015,1,1,32765,11000.0,sedan,4,1,0,0
333280,65+,Male,0-9y,university,upper class,0.595013659,before 2015,1,1,10238,10000.0,sedan,0,0,0,0
333328,26-39,female,10-19y,none,poverty,0.411317096,before 2015,0,0,10238,15000.0,sedan,0,0,0,0
333790,16-25,female,0-9y,none,poverty,,after 2015,0,0,32765,12000.0,sedan,0,0,0,0
333933,16-25,female,0-9y,high school,working class,0.33996784,before 2015,0,0,10238,15000.0,sedan,0,0,0,0
333970,40-64,male,20-29y,university,middle class,0.515934502,after 2015,0,1,10238,13000.0,sedan,0,0,2,0
334093,26-39,male,10-19y,university,upper class,0.795556821,before 2015,0,0,32765,17000.0,sedan,0,0,1,1
334193,26-39,male,10-19y,high school,middle class,,before 2015,0,0,10238,10000.0,sedan,1,0,0,0
334319,16-25,male,0-9y,none,poverty,0.291217161,after 2015,0,0,10238,15000.0,sedan,0,0,0,0
334482,16-25,female,0-9y,none,working class,0.398776787,before 2015,0,0,10238,15000.0,sedan,0,0,0,1
334556,26-39,male,0-9y,university,upper class,0.639128158,after 2015,0,1,10238,10000.0,sedan,0,0,0,0
334687,40-64,female,0-9y,university,middle class,0.427728514,before 2015,0,0,10238,15000.0,sedan,0,0,0,1
335001,16-25,male,0-9y,high school,poverty,0.352411356,before 2015,0,1,10238,11000.0,sedan,0,0,0,1
335122,40-64,female,0-9y,none,middle class,0.346014548,before 2015,1,1,32765,6000.0,sedan,0,0,0,1
335156,26-39,female,10-19y,high school,working class,0.350068521,before 2015,0,0,10238,17000.0,sedan,1,0,0,0
335215,40-64,male,20-29y,high school,upper class,0.626108648,after 2015,0,0,10238,13000.0,sedan,2,0,0,0
335262,65+,male,30y+,university,upper class,0.67948384,after 2015,0,1,10238,,sedan,1,0,2,0
335376,16-25,male,0-9y,none,poverty,0.248399042,before 2015,0,0,32765,14000.0,sedan,0,0,0,1
335501,16-25,female,0-9y,high school,middle class,0.603075848,before 2015,0,1,10238,,sedan,0,0,0,1
335615,26-39,female,10-19y,high school,upper class,0.702212385,before 2015,0,1,32765,13000.0,sedan,0,0,0,0
335757,16-25,female,0-9y,high school,middle class,0.465880731,before 2015,0,0,32765,14000.0,sedan,0,0,0,0
335937,65+,female,0-9y,university,upper class,0.544818375,after 2015,0,0,32765,10000.0,sedan,0,0,0,1
336053,65+,female,10-19y,high school,upper class,0.734228752,after 2015,1,1,10238,10000.0,sports car,3,0,0,0
336163,40-64,female,0-9y,university,upper class,0.865076955,after 2015,1,1,10238,8000.0,sedan,0,0,0,0
336173,40-64,female,0-9y,university,upper class,0.675859003,before 2015,1,1,92101,12000.0,sedan,0,0,0,1
336494,40-64,male,0-9y,university,upper class,0.608569741,after 2015,0,0,10238,15000.0,sedan,0,0,0,0
336527,26-39,female,10-19y,university,upper class,0.63692241,after 2015,1,0,10238,10000.0,sedan,1,0,1,0
336558,40-64,female,0-9y,high school,working class,0.495366409,after 2015,0,1,10238,14000.0,sedan,0,0,0,0
336753,65+,male,30y+,high school,working class,0.347931581,before 2015,1,1,10238,12000.0,sedan,5,1,5,0
336859,16-25,female,0-9y,university,middle class,0.614735949,before 2015,0,1,10238,15000.0,sedan,0,0,0,1
337080,65+,male,30y+,university,upper class,0.640422754,after 2015,1,1,10238,9000.0,sports car,3,0,7,0
337154,40-64,male,20-29y,high school,upper class,0.609253827,after 2015,1,1,10238,11000.0,sedan,2,0,2,0
337351,16-25,female,0-9y,university,middle class,0.520847212,after 2015,0,1,92101,12000.0,sedan,0,0,0,0
337500,40-64,female,0-9y,university,working class,0.379268619,before 2015,0,0,10238,14000.0,sedan,0,0,0,0
337559,40-64,male,20-29y,high school,middle class,0.579581951,after 2015,1,1,10238,9000.0,sedan,3,0,2,0
337651,40-64,Male,10-19y,university,upper class,0.487012708,before 2015,1,1,10238,10000.0,sedan,1,0,1,0
337772,26-39,MALE,10-19y,university,middle class,0.413347349,before 2015,1,1,32765,6000.0,sedan,4,0,0,1
337899,26-39,female,10-19y,high school,middle class,0.711988805,before 2015,0,1,10238,,sedan,1,0,0,0
337986,16-25,male,0-9y,university,upper class,0.548930133,after 2015,0,1,10238,14000.0,sedan,0,0,0,0
338062,65+,male,30y+,university,upper class,,after 2015,1,1,10238,10000.0,sedan,4,1,6,0
338465,40-64,male,20-29y,university,upper class,0.586918209,after 2015,1,1,32765,6000.0,sedan,7,0,3,0
338472,40-64,male,20-29y,university,upper class,0.600024609,before 2015,0,1,10238,,sedan,2,0,5,0
338489,65+,female,30y+,high school,upper class,0.560201942,after 2015,1,1,10238,11000.0,sedan,3,2,2,0
338513,40-64,female,10-19y,high school,upper class,0.512715649,before 2015,0,1,32765,7000.0,sedan,3,0,0,0
338645,16-25,female,0-9y,none,poverty,0.291594811,before 2015,0,1,10238,14000.0,sedan,0,0,0,1
338722,26-39,male,10-19y,high school,working class,0.394715582,after 2015,0,1,32765,11000.0,sports car,1,0,1,0
338756,40-64,female,10-19y,none,upper class,,before 2015,1,1,10238,13000.0,sedan,0,0,2,0
338816,40-64,male,20-29y,high school,middle class,0.57016587,before 2015,0,0,10238,18000.0,sedan,1,1,4,0
